codice,denominazione,area,parent_codice,coverage,needs_reviewer,file_fonte
411677,Regolamentazione dell'esercizio della responsabilita' genitoriale (ricorso congiunto),Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411678,Modifica condizioni regolamentaz. esercizio responsabilita' genitoriale (ricorso congiunto),Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411679,Fondo patrimoniale (artt. 167 e ss. c.c.),Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411680,Sostituzione dell'amministratore del patrimonio familiare,Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411681,Stato civile (rettifica del nome e altri atti dello Stato civile),Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411682,Dichiarazione di assenza o di morte presunta (COLLEGIO),Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411683,Adozione di maggiorenni,Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411684,Esecutorieta sentenza Sacra Rota nullita di matrimonio (L. 121/85),Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411685,Accertamento dei requisiti sentenza straniera di divorzio (art. 67 L. 218/95),Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411686,Esecutorieta sentenza Sacra Rota nullita di matrimonio - domanda congiunta,Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411687,"Matrimonio (pubbl.ni matrimoniali ex artt. 93 e ss. cc, nulla osta al matrim.)",Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411688,Istanza per la nomina del curatore speciale del minore,Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411689,Assunzione del cognome del genitore da parte del figlio naturale minorenne (art. 262 Cod. Civ.),Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411703,Accordi ex art. 6 d.l. n.132 del 2014,Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411706,Separazione consensuale,Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411999,Altri istituti di diritto di famiglia (es. mantenimento figli naturali e legittimi),Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412301,"Deprecato (Non Iscrivibile) - Procedimenti per la dichiarazione di adottabilita (artt. 8, 9, 11 e 12 L. n. 184/1983)",Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412302,Deprecato (Non Iscrivibile) - Dichiarazione di disponibilita all'adozione (art. 22 L. n. 184/1983),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412303,Impugnazione decreto affidamento preadottivo (art. 24 L. n. 184/1983),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412304,Opposizioni a dichiarazioni di adottabilita (art.17 L. n. 184/1983),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412305,Adozione in casi particolari (art. 44 lett. a L. n. 184/1983 - vincolo di parentela),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412306,Adozione in casi particolari (art. 44 lett. b L. n. 184/1983 - figlio adottivo dell'altro coniuge),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412307,Deprecato (Non Iscrivibile) - Adozione in casi particolari (art. 44 lett. c L. n. 184/1983 - impossibilita affidamento preadottivo),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412308,Idoneita all'adozione di minori stranieri (art.30 L. n. 184/1983),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412309,Deprecato (Non Iscrivibile) - Dichiarazioni di efficacia di provvedimenti stranieri in materia di adozione (art.32 L. n. 184/1983),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412310,Impugnazione sentenza di adozione (art. 26 L. n. 184/1983),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412311,Adozione in casi particolari (art. 44 lett. d L. n. 184/1983 - impossibilita' affidamento preadottivo),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412312,Adozione in casi particolari (art. 44 lett. c L. n. 184/1983 - minore orfano e portatore di handicap),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412313,Procedimento di adozione ex art. 35 co. 2 L. 184/1983 (ratifica adozione estera),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412314,Procedimento di adozione ex art. 35 co. 4 L. 184/1983 (ratifica adozione estera con affido preadottivo),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412315,Procedimento di adozione ex art. 36 co. 2 L. 184/1983 (Paesi non Aja),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412316,Procedimento di adozione ex art. 36 co. 4 L. 184/1983 (cittadini italiani residenti all'estero),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412317,Revoca dello stato di adottabilita' (Art. 21 L. 184/1983),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412318,Revoca adozione in casi particolari per fatto dell'adottato (Art. 51 L. n. 184/1983),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412319,Revoca adozione in casi particolari per fatto dell'adottante (Art. 52 L. n. 184/1983),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412320,Revoca decreto di idoneita' adozione internazionale (art. 30 co. 4 L. 184/1983),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412321,Autorizzazione al rilascio degli atti di cui all'art. 28 L. 184/1983,Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412400,Deprecato (Non Iscrivibile) - Affidamento minori,Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412401,Deprecato (Non Iscrivibile) - Regolamentazione della potesta fra genitori (art. 317 bis),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412420,Deprecato (Non Iscrivibile) - Regolamentazione visite,Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412421,Affidamento minori (ante Riforma Cartabia),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412501,Ammissione al matrimonio del minore (art.84),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412502,Deprecato (Non Iscrivibile) - Assunzione del cognome del genitore da parte del figlio naturale minorenne (art.262),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412503,Deprecato (Non Iscrivibile) - Procedimenti per l'ammissibilita dell'azione di dichiarazione giudiziale di paternita' o maternita' riguardante minori (art.274) (contenzioso),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412504,Deprecato (Non Iscrivibile) - Autorizzazione all'impugnazione di riconoscimento di paternita o maternita riguardante minori (artt.74 e 264) (contenzioso),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412505,"Misure amministrative applicate ai minori (R.D. L.20/7/34 n. 1404, art 25)",Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412506,Costituzione di usufrutto,Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412507,Autorizzazione al riconoscimento (art. 251 Cod. Civ.),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412601,Interdizione e inabilitazione ex art. 416 Cod. Civ.,Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412701,Autorizzazione per i genitori stranieri all'ingresso o alla permanenza in Italia a seguito del minore (art. 31 co.3 D. Lgs. 286/1998),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412702,Accertamento dell'eta' del minore (art. 19-bis D. Lgs 142/2015),Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
412999,Altri procedimenti,Volontaria giurisdizione,412,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
413001,Rappresentanza ed atti di amministrazione straordinaria di beni di figli minori (art. 320 c.c.),Volontaria giurisdizione,413,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
413002,"Nomina di curatore speciale (artt. 320, ult. comma e 321 c.c., art. 45 Disp. Att. C.C.)",Volontaria giurisdizione,413,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
413003,Vigilanza del giudice tutelare sull'osservanza delle condizioni stabilite dal Tribunale per l'esercizio della potesta e per l'amministrazione dei beni (art. 337 C.C.),Volontaria giurisdizione,413,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
413010,Apertura della tutela (art. 343 c.c.),Volontaria giurisdizione,413,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
413011,Provvedimenti urgenti prima dell'assunzione delle funzioni del tutore o del protutore (art. 361 c.c.),Volontaria giurisdizione,413,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
413012,Nomina del cancelliere o del notaio per la formazione dell'inventario (art. 363 c.c.),Volontaria giurisdizione,413,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
413013,Provvedimenti circa l'educazione e l'amministraz di beni del minore ex art. 371 C.C.,Volontaria giurisdizione,413,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
413014,"Autorizzazioni del giudice tutelare ex artt. 372, 373 e 374 c.c.",Volontaria giurisdizione,413,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
413015,"Autorizzazioni e pareri del giudice tutelare su atti del curatore dell'emancipato e dell'inabilitato, ex artt. 394, 424 e ss. c.c.",Volontaria giurisdizione,413,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
413016,Rifiuto del consenso da parte del curatore ex art. 395 c.c.,Volontaria giurisdizione,413,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
413017,Apertura della Curatela,Volontaria giurisdizione,413,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
413018,Apertura della Vigilanza sui Minori,Volontaria giurisdizione,413,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
413020,"Interruzione volontaria di gravidanza di minore (art. 12, L. n. 194/1978)",Volontaria giurisdizione,413,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
413030,"Affido familiare consensuale (art. 4, L. n. 184/1983)",Volontaria giurisdizione,413,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
413040,"Autorizzazione al rilascio di documento valido per l'espatrio (art. 3 lett. A-B, L. n. 1185/1967)",Volontaria giurisdizione,413,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
413050,Trattamento Sanitario Obbligatorio ed amministrazione provvisoria (L. n. 833/1978),Volontaria giurisdizione,413,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
413061,"Apertura amministrazione di sostegno (artt. 404 e segg., c.c.)",Volontaria giurisdizione,413,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
413062,Autorizzazioni del notaio ex art. art. 21 D.Lgs. 149/2022,Volontaria giurisdizione,413,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
413999,Altri istituti di competenza del giudice tutelare,Volontaria giurisdizione,413,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
418001,Ottemperanza sentenze TSAP,Tribunale Superiore delle Acque Pubbliche,418,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
418002,Declaratoria illegittimita' del silenzio della P.A.,Tribunale Superiore delle Acque Pubbliche,418,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
418099,Altre controversie di competenza del TSAP da trattare in camera di consiglio,Tribunale Superiore delle Acque Pubbliche,418,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
420300,Accettazione eredita con beneficio di inventario (art. 484 cc),Volontaria giurisdizione,420,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
420301,Nomina del curatore dell'eredita rilasciata ex art. 508 c.c.,Volontaria giurisdizione,420,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
420302,Nomina del curatore dell'eredita giacente (art. 528 c.c.),Volontaria giurisdizione,420,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
420303,Autorizzazioni al curatore dell'eredita giacente per gli atti eccedenti l'ordinaria amministrazione (artt. 782 c.p.c. e 530 c.c.),Volontaria giurisdizione,420,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
420304,Accettazione Esecutore Testamentario,Volontaria giurisdizione,420,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
420305,Rinuncia Esecutore Testamentario,Volontaria giurisdizione,420,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
420310,Proroga per la redazione dell'inventario dell'eredita accettata con beneficio di inventario ex art. 485 c.c.,Volontaria giurisdizione,420,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
420311,Autorizzazione all'alienazione di beni di eredita accettata con beneficio d'inventario (art. 493 c.c.),Volontaria giurisdizione,420,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
420320,Vendita di beni ereditari beni mobili,Volontaria giurisdizione,420,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
420321,Vendita di beni ereditari: beni immobili (COLLEGIO),Volontaria giurisdizione,420,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
420325,Vendita beni ereditari mobili ante accettazione ex art. 460 cc,Volontaria giurisdizione,420,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
420326,Vendita beni ereditari immobili ante accettazione ex art. 460 cc,Volontaria giurisdizione,420,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
420330,"Fissazione termini in materia successoria (artt. 749 c.p.c., 481 e 496 c.c.)",Volontaria giurisdizione,420,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
420331,Apposizione e rimozione sigilli in materia successoria (artt. 752-762 e ss. c.p.c.),Volontaria giurisdizione,420,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
420332,Nomina dell'ufficiale che procede all'inventario ex art. 769 c.p.c.,Volontaria giurisdizione,420,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
420340,Rinunzia all'eredita (art. 519 cc),Volontaria giurisdizione,420,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
420999,Altri istituti di volontaria giurisdizione e procedimenti camerali in materia di successioni,Volontaria giurisdizione,420,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
451301,Decreto di omologa degli atti di societa di capitali,Volontaria giurisdizione,451,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
451310,"Nomina di liquidatore (artt. 2275, 2450 c.c.)",Volontaria giurisdizione,451,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
451311,Convocazione di assemblea ex art. 2367 c.c.,Volontaria giurisdizione,451,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
451312,"Nomina di esperto (artt. 2343, 2440, 2498, 2501 quinquies,2504 novies c.c., etc.)",Volontaria giurisdizione,451,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
451313,Denunzia ex art. 2409 c.c. (COLLEGIO),Volontaria giurisdizione,451,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
451314,Nomina del rappresentante comune degli obbligazionisti e dei possessori delle azioni di risparmio (art. 2417 c.c.),Volontaria giurisdizione,451,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
451320,Riduzione del capitale per perdite (art. 2446 c.c.) (COLLEGIO),Volontaria giurisdizione,451,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
451330,Ricorso al Giudice del Registro,Volontaria giurisdizione,451,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
451999,Altri istituti di volontaria giurisdizione e procedimenti camerali in materia di diritto societario,Volontaria giurisdizione,451,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
452330,Ricorso al giudice del Registro in materia non soggetta al d.l.vo n. 5/2003,Catalogo PST ufficiale,452,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
453301,Decreto di omologa degli atti di societa di capitali (art. 2436 c.c.),Catalogo PST ufficiale,453,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
453312,"Nomina di esperto (artt. 2343, 2343-bis, 2437-ter; 2501-sexies, 2545-undecies c.c., etc.)",Catalogo PST ufficiale,453,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
453314,Nomina del rappresentante comune degli obbligazionisti e dei possessori delle azioni di risparmio (art. 2417 c.c.),Catalogo PST ufficiale,453,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
453315,Nomina del rappresentante comune dei comproprietari di azioni (art. 2347 c.c.) e di quote (art. 2468 c.c.)obbligazionisti e dei possessori delle azioni di risparmio (art. 2417 c.c.),Catalogo PST ufficiale,453,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
453330,Ricorso al giudice del Registro in materia soggetta al d.l.vo n. 5/2003,Catalogo PST ufficiale,453,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
453410,"Nomina e revoca di liquidatore (artt. 2275, 2487 c.c.)",Catalogo PST ufficiale,453,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
453411,Convocazione di assemblea (art. 2367 c.c.),Catalogo PST ufficiale,453,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
453413,"Denunzia al tribunale (art. 2409, 2545-quinquiesdecies c.c.)",Catalogo PST ufficiale,453,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
453420,"Riduzione del capitale per perdite (art. 2446, 2482-bis c.c.) (COLLEGIO)",Catalogo PST ufficiale,453,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
453421,Approvazione della revoca dei sindaci (art. 2400),Catalogo PST ufficiale,453,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
453422,"Opposizione dei creditori alla riduzione del capitale per recesso del socio (art. 2437-quater c.c.), alla riduzione per esuberanza (artt. 2445, 2482 c.c.), alla costituzione del patrimonio destinato (art. 2447-quater c.c.), alla revoca dell",Catalogo PST ufficiale,453,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
453423,Decreto di accertamento dello scioglimento della societa (art. 2485 c.c.),Catalogo PST ufficiale,453,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
453424,Decreto di cancellazione della societa dal registro delle imprese su istanza dell'autorita competente al rilascio delle autorizzazioni (art. 223 quater att. C.c.),Catalogo PST ufficiale,453,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
453999,Altre materie soggette al procedimento camerale ex artt. 28 e segg. D.l.vo n. 5/2003,Catalogo PST ufficiale,453,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
454001,Ricorso al giudice del Registro ex art. 2190 e 2191 c.c.,Volontaria giurisdizione,454,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
454002,Ricorso al giudice del Registro ex art. 2189 c.c.,Volontaria giurisdizione,454,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
455001,Nomina di liquidatore (artt. 2309 c.c.; art. 2315 c.c.),Volontaria giurisdizione,455,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
455999,Altre materie soggette al procedimento camerale – societa' di persone,Volontaria giurisdizione,455,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
471400,Procedure Concorsuali,Volontaria giurisdizione,471,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
471401,Istanza e ricorso per la dichiarazione di fallimento e relativo reclamo (art. 6-22 del R.D. n. 267/1942),Volontaria giurisdizione,471,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
471402,Istanza per estensione di fallimento (art. 147 del R.D. n. 267/1942,Volontaria giurisdizione,471,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
471403,Accertamento dello stato di insolvenza nella Liquidazione coatta amministrativa o nella Amministrazione straordinaria e relativo reclamo,Volontaria giurisdizione,471,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
471404,ESDEBITAZIONE DEL DEBITORE INCAPIENTE (CCI),Volontaria giurisdizione,471,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
471405,LIQUIDAZIONE COATTA AMMINISTRATIVA (CCI),Volontaria giurisdizione,471,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
471410,Istanza di ammissione alla procedura di Amministrazione controllata e relativo reclamo (artt. 187 del R.D. n. 267/1942),Volontaria giurisdizione,471,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
471411,Istanza di ammissione alla procedura di Concordato preventivo (artt. 160 del R.D. n. 267/1942),Volontaria giurisdizione,471,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
471412,AMMINISTRAZIONE STRAORDINARIA PRODI BIS (CCI),Volontaria giurisdizione,471,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
471413,AMMINISTRAZIONE STRAORDINARIA L.166/2004 MARZANO (CCI),Volontaria giurisdizione,471,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
471414,ACCORDI DI RISTRUTTURAZIONE (CCI),Volontaria giurisdizione,471,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
471415,CONCORDATO PREVENTIVO OMOLOGATO (CCI),Volontaria giurisdizione,471,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
471416,LIQUIDAZIONE GIUDIZIALE (CCI),Volontaria giurisdizione,471,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
471417,RISTRUTTURAZIONE DEI DEBITI (CCI),Volontaria giurisdizione,471,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
471418,CONCORDATO MINORE (CCI),Volontaria giurisdizione,471,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
471419,LIQUIDAZIONE CONTROLLATA (CCI),Volontaria giurisdizione,471,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
471420,Conversione da fallimento in liquidazione coatta amministrativa (COLLEGIO),Volontaria giurisdizione,471,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
471421,Conversione da fallimento in amministrazione straordinaria (COLLEGIO),Volontaria giurisdizione,471,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
471422,Conversione da amministrazione straordinaria in fallimento (COLLEGIO),Volontaria giurisdizione,471,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
471423,Concordato Semplificato,Volontaria giurisdizione,471,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
471424,Concordato Semplificato CCI,Volontaria giurisdizione,471,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
471425,Piano di Ristrutturazione Omologato CCI,Volontaria giurisdizione,471,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
471430,"Procedimento di riabilitazione civile del fallito (art. 142 e ss., R.D. n. 267/1942)",Volontaria giurisdizione,471,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
471440,Reclamo avverso la chiusura del fallimento (artt. 118 e 119 L.F.),Volontaria giurisdizione,471,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
