codice,denominazione,profilo,profilo_label,termini_processuali,fonti_ufficiali,quality_hint
C06013,Pene accessorie genitori,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C06014,Disagio psichico/psicologico genitore/i,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C06015,Femminicidio,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C06016,Immigrazione clandestina,immigrazione_cittadinanza,"Immigrazione, protezione internazionale o cittadinanza",3,6,curata_codex_fonti_ufficiali
C06017,Inadempienza obbligo vaccinale,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C06018,Incapacità educativa,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C06019,Induzione al matrimonio,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C06020,Inosservanza di un provvedimento dell'a.g.,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C06021,Lesioni patite da minore,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C06022,Minore figlio di persona arrestata o detenuta,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C06023,Richiesta affidamento servizi sociali,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C06024,Ricovero ospedaliero,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C06025,Rifiuto di prestazioni sanitarie,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C06026,Rintraccio minore,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C06027,Segnalazione nascita da madre con problematiche,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C06028,Sfruttamento minore (lavoro),lavoro_previdenza,Lavoro e previdenza,4,6,curata_codex_fonti_ufficiali
C06029,Uccisione minore,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C06030,Violazione obblighi mantenimento (art. 570 cp),contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C06031,Allontanamento minore (art. 403 cc),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C07001,Adescamento minori (art. 609 undecies cp),cautelare,Procedimento cautelare,3,5,curata_codex_fonti_ufficiali
C07002,Allontanamento dalla comunita',cautelare,Procedimento cautelare,3,5,curata_codex_fonti_ufficiali
C07003,Allontanamento/fuga abitazione,cautelare,Procedimento cautelare,3,5,curata_codex_fonti_ufficiali
C07004,Atti vandalici,cautelare,Procedimento cautelare,3,5,curata_codex_fonti_ufficiali
C07005,Giochi mortali in rete-adescamento tramite web,cautelare,Procedimento cautelare,3,5,curata_codex_fonti_ufficiali
C07006,Cyberbullismo,cautelare,Procedimento cautelare,3,5,curata_codex_fonti_ufficiali
C07007,Bullismo-minore autore,cautelare,Procedimento cautelare,3,5,curata_codex_fonti_ufficiali
C07008,Bullismo-minore vittima,cautelare,Procedimento cautelare,3,5,curata_codex_fonti_ufficiali
C07009,Disagio - problemi psichici del minore,cautelare,Procedimento cautelare,3,5,curata_codex_fonti_ufficiali
C07010,Devianza minore,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C07011,Dipendenze patologiche minore,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C07012,Disturbo alimentare,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C07013,Tentato suicidio e autolesionismo,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C07014,Dipendenza web minore,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C08001,Dispersione scolastica femmine,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C08002,Dispersione scolastica maschile,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C08003,Istruzione parentale,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C09001,Maltrattamenti familiari - vittima,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C09002,Maltrattamenti extrafamiliari - vittima,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C09003,Maltrattamenti violenza assistita,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C09004,Maltrattamenti - minore autore,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C10001,Minore autore di reati non infraquattordicenne,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C10002,Minore autore di reati infraquattordicenne,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C10003,Reclami avverso provvedimenti giudice tutelare,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C10004,Visti giudice tutelare,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C11001,Msna prosieguo amministrativo,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C11002,Msna accertamento età,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C11003,Msna allontanamento in comunita',contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C11004,Tutele minori stranieri c/o parenti,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C11005,Msna non collocato in comunita',contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C11006,Msna vittime tratta,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C12001,Msna collocato in comunita',contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C12002,Msna collocati presso privati,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C13001,Apertura proc. amministrativo - rieducazione/irregolarita' condotta,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C13002,Prosieguo amministrativo,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C13003,Prostituzione minorile,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C14001,Sottrazione internazionale di minore (art 7 l.64/1994),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C15001,Interdizione/inabilitazione,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
C15002,Tutele,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C15003,Curatele,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C16001,Segnalazione ex art. 403 cc,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
ESEC_AVVISO_ASTE_VENDITA,Avviso di vendita / pubblicità della vendita esecutiva,esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
ESEC_DISTRIBUZIONE,Distribuzione del ricavato e progetto di distribuzione,esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
ESEC_ESTINZIONE_629,Estinzione del processo esecutivo (artt. 629-632 c.p.c.),esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
ESEC_INTERVENTO_499,"Intervento dei creditori (artt. 498-500, 525-526, 564, 566 c.p.c.)",esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
ESEC_OBBLIGHI_001,Esecuzione forzata degli obblighi di fare e di non fare (art. 612-614 c.p.c.),esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
ESEC_RIDUZIONE_496,Riduzione del pignoramento (art. 496 c.p.c.),esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
ESEC_SOSPENSIONE_624,Sospensione dell'esecuzione (art. 624 c.p.c.),esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
LAV_CONTRATTI_FLESSIBILI,"Contratti a termine, somministrazione, apprendistato (D.Lgs. 81/2015)",lavoro_previdenza,Lavoro e previdenza,4,6,curata_codex_fonti_ufficiali
LAV_LIC_COLLETTIVO,Licenziamenti collettivi (L. 223/1991),lavoro_previdenza,Lavoro e previdenza,4,6,curata_codex_fonti_ufficiali
LAV_MOBBING_001,"Mobbing, straining, demansionamento e danni da illegittima condotta del datore",lavoro_previdenza,Lavoro e previdenza,4,6,curata_codex_fonti_ufficiali
LAV_PREVID_001,Prestazioni INPS - pensioni e indennità (previdenza obbligatoria),lavoro_previdenza,Lavoro e previdenza,4,6,curata_codex_fonti_ufficiali
LAV_PUBBLICO_IMPIEGO,Pubblico impiego privatizzato (controversie ex art. 63 D.Lgs. 165/2001),lavoro_previdenza,Lavoro e previdenza,4,6,curata_codex_fonti_ufficiali
LAV_QUALIFICA_001,Accertamento natura del rapporto di lavoro / rivendicazione qualifica,lavoro_previdenza,Lavoro e previdenza,4,6,curata_codex_fonti_ufficiali
LAV_REPRESSIONE_DISCRIM,"Repressione condotte discriminatorie (D.Lgs. 198/2006, D.Lgs. 215/2003)",lavoro_previdenza,Lavoro e previdenza,4,6,curata_codex_fonti_ufficiali
LAV_TENTATIVO_CONCILIAZIONE,Tentativo facoltativo/obbligatorio di conciliazione e procedura ITL,lavoro_previdenza,Lavoro e previdenza,4,6,curata_codex_fonti_ufficiali
LAV_TRASF_AZIENDA,Trasferimento d'azienda (art. 2112 c.c.),lavoro_previdenza,Lavoro e previdenza,4,6,curata_codex_fonti_ufficiali
